INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10443527	1	4	43	527	2	25	1	-1	-1	秦瓊之四海衣	57	秦瓊之四海衣	1040	4160	184	3	3	-1	-1	Cloth5_9	衣服	1913	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147	-1	147	-1	-1	-1	2001	0
10443528	1	4	43	528	2	25	1	-1	-1	秦瓊之四海衣	58	秦瓊之四海衣	1070	4280	185	3	3	-1	-1	Cloth5_9	衣服	1913	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	-1	149	-1	-1	-1	2001	0
10443529	1	4	43	529	2	25	1	-1	-1	秦瓊之四海衣	59	秦瓊之四海衣	1100	4400	186	3	3	-1	-1	Cloth5_9	衣服	1913	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	-1	152	-1	-1	-1	2001	0
10443530	1	4	43	530	2	25	1	-1	-1	秦瓊之四海衣	60	秦瓊之四海衣	1185	4740	187	3	3	-1	-1	Cloth5_9	衣服	1913	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	154	-1	154	-1	-1	-1	2001	0
10443531	1	4	43	531	2	14	1	-1	-1	趙雲之四海衣	51	趙雲之四海衣	860	3440	176	3	3	-1	-1	Cloth5_5	衣服	1914	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	-1	133	-1	-1	-1	2001	0
10443532	1	4	43	532	2	14	1	-1	-1	趙雲之四海衣	52	趙雲之四海衣	890	3560	177	3	3	-1	-1	Cloth5_5	衣服	1914	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	2001	0
10443533	1	4	43	533	2	14	1	-1	-1	趙雲之四海衣	53	趙雲之四海衣	920	3680	179	3	3	-1	-1	Cloth5_5	衣服	1914	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	137	-1	137	-1	-1	-1	2001	0
10443534	1	4	43	534	2	14	1	-1	-1	趙雲之四海衣	54	趙雲之四海衣	950	3800	180	3	3	-1	-1	Cloth5_5	衣服	1914	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	140	-1	-1	-1	2001	0
10443535	1	4	43	535	2	14	1	-1	-1	趙雲之四海衣	55	趙雲之四海衣	980	3920	181	3	3	-1	-1	Cloth5_5	衣服	1914	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	142	-1	142	-1	-1	-1	2001	0
10443536	1	4	43	536	2	14	1	-1	-1	趙雲之四海衣	56	趙雲之四海衣	1010	4040	182	3	3	-1	-1	Cloth5_5	衣服	1914	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	-1	144	-1	-1	-1	2001	0
10443537	1	4	43	537	2	14	1	-1	-1	趙雲之四海衣	57	趙雲之四海衣	1040	4160	184	3	3	-1	-1	Cloth5_5	衣服	1914	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147	-1	147	-1	-1	-1	2001	0
10443538	1	4	43	538	2	14	1	-1	-1	趙雲之四海衣	58	趙雲之四海衣	1070	4280	185	3	3	-1	-1	Cloth5_5	衣服	1914	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	-1	149	-1	-1	-1	2001	0
10443539	1	4	43	539	2	14	1	-1	-1	趙雲之四海衣	59	趙雲之四海衣	1100	4400	186	3	3	-1	-1	Cloth5_5	衣服	1914	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	-1	152	-1	-1	-1	2001	0
10443540	1	4	43	540	2	14	1	-1	-1	趙雲之四海衣	60	趙雲之四海衣	1185	4740	187	3	3	-1	-1	Cloth5_5	衣服	1914	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	154	-1	154	-1	-1	-1	2001	0
10443541	1	4	43	541	2	129	1	-1	-1	樊噲之四海衣	51	樊噲之四海衣	860	3440	176	3	3	-1	-1	Cloth5_7	衣服	1915	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	10	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	-1	133	-1	-1	-1	2001	0
10443542	1	4	43	542	2	129	1	-1	-1	樊噲之四海衣	52	樊噲之四海衣	890	3560	177	3	3	-1	-1	Cloth5_7	衣服	1915	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	8	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	2001	0
10443543	1	4	43	543	2	129	1	-1	-1	樊噲之四海衣	53	樊噲之四海衣	920	3680	179	3	3	-1	-1	Cloth5_7	衣服	1915	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	10	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	137	-1	137	-1	-1	-1	2001	0
10443544	1	4	43	544	2	129	1	-1	-1	樊噲之四海衣	54	樊噲之四海衣	950	3800	180	3	3	-1	-1	Cloth5_7	衣服	1915	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	10	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	140	-1	-1	-1	2001	0
10443545	1	4	43	545	2	129	1	-1	-1	樊噲之四海衣	55	樊噲之四海衣	980	3920	181	3	3	-1	-1	Cloth5_7	衣服	1915	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	11	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	142	-1	142	-1	-1	-1	2001	0
10443546	1	4	43	546	2	129	1	-1	-1	樊噲之四海衣	56	樊噲之四海衣	1010	4040	182	3	3	-1	-1	Cloth5_7	衣服	1915	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	10	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	-1	144	-1	-1	-1	2001	0
10443547	1	4	43	547	2	129	1	-1	-1	樊噲之四海衣	57	樊噲之四海衣	1040	4160	184	3	3	-1	-1	Cloth5_7	衣服	1915	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	11	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147	-1	147	-1	-1	-1	2001	0
10443548	1	4	43	548	2	129	1	-1	-1	樊噲之四海衣	58	樊噲之四海衣	1070	4280	185	3	3	-1	-1	Cloth5_7	衣服	1915	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	11	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	-1	149	-1	-1	-1	2001	0
10443549	1	4	43	549	2	129	1	-1	-1	樊噲之四海衣	59	樊噲之四海衣	1100	4400	186	3	3	-1	-1	Cloth5_7	衣服	1915	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	10	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	-1	152	-1	-1	-1	2001	0
10443550	1	4	43	550	2	129	1	-1	-1	樊噲之四海衣	60	樊噲之四海衣	1185	4740	187	3	3	-1	-1	Cloth5_7	衣服	1915	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	11	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	154	-1	154	-1	-1	-1	2001	0
10443551	1	4	43	551	2	14	1	-1	-1	李牧之四海衣	51	李牧之四海衣	860	3440	176	3	3	-1	-1	Cloth5_5	衣服	1916	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	10	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	-1	133	-1	-1	-1	2001	0
10443552	1	4	43	552	2	14	1	-1	-1	李牧之四海衣	52	李牧之四海衣	890	3560	177	3	3	-1	-1	Cloth5_5	衣服	1916	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	11	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	2001	0
10443553	1	4	43	553	2	14	1	-1	-1	李牧之四海衣	53	李牧之四海衣	920	3680	179	3	3	-1	-1	Cloth5_5	衣服	1916	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	10	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	137	-1	137	-1	-1	-1	2001	0
10443554	1	4	43	554	2	14	1	-1	-1	李牧之四海衣	54	李牧之四海衣	950	3800	180	3	3	-1	-1	Cloth5_5	衣服	1916	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	11	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	140	-1	-1	-1	2001	0
10443555	1	4	43	555	2	14	1	-1	-1	李牧之四海衣	55	李牧之四海衣	980	3920	181	3	3	-1	-1	Cloth5_5	衣服	1916	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	11	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	142	-1	142	-1	-1	-1	2001	0
10443556	1	4	43	556	2	14	1	-1	-1	李牧之四海衣	56	李牧之四海衣	1010	4040	182	3	3	-1	-1	Cloth5_5	衣服	1916	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	16	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	-1	144	-1	-1	-1	2001	0
10443557	1	4	43	557	2	14	1	-1	-1	李牧之四海衣	57	李牧之四海衣	1040	4160	184	3	3	-1	-1	Cloth5_5	衣服	1916	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	11	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147	-1	147	-1	-1	-1	2001	0
10443558	1	4	43	558	2	14	1	-1	-1	李牧之四海衣	58	李牧之四海衣	1070	4280	185	3	3	-1	-1	Cloth5_5	衣服	1916	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	10	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	-1	149	-1	-1	-1	2001	0
10443559	1	4	43	559	2	14	1	-1	-1	李牧之四海衣	59	李牧之四海衣	1100	4400	186	3	3	-1	-1	Cloth5_5	衣服	1916	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	18	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	-1	152	-1	-1	-1	2001	0
10443560	1	4	43	560	2	14	1	-1	-1	李牧之四海衣	60	李牧之四海衣	1185	4740	187	3	3	-1	-1	Cloth5_5	衣服	1916	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	16	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	154	-1	154	-1	-1	-1	2001	0
10443561	1	4	43	561	2	25	1	-1	-1	王翦之四海衣	51	王翦之四海衣	860	3440	176	3	3	-1	-1	Cloth5_9	衣服	1917	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	16	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	-1	133	-1	-1	-1	2001	0
10443562	1	4	43	562	2	25	1	-1	-1	王翦之四海衣	52	王翦之四海衣	890	3560	177	3	3	-1	-1	Cloth5_9	衣服	1917	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	11	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	2001	0
10443563	1	4	43	563	2	25	1	-1	-1	王翦之四海衣	53	王翦之四海衣	920	3680	179	3	3	-1	-1	Cloth5_9	衣服	1917	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	11	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	137	-1	137	-1	-1	-1	2001	0
10443564	1	4	43	564	2	25	1	-1	-1	王翦之四海衣	54	王翦之四海衣	950	3800	180	3	3	-1	-1	Cloth5_9	衣服	1917	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	140	-1	-1	-1	2001	0
10443565	1	4	43	565	2	25	1	-1	-1	王翦之四海衣	55	王翦之四海衣	980	3920	181	3	3	-1	-1	Cloth5_9	衣服	1917	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	8	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	142	-1	142	-1	-1	-1	2001	0
10443566	1	4	43	566	2	25	1	-1	-1	王翦之四海衣	56	王翦之四海衣	1010	4040	182	3	3	-1	-1	Cloth5_9	衣服	1917	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	8	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	-1	144	-1	-1	-1	2001	0
10443567	1	4	43	567	2	25	1	-1	-1	王翦之四海衣	57	王翦之四海衣	1040	4160	184	3	3	-1	-1	Cloth5_9	衣服	1917	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	3	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	147	-1	147	-1	-1	-1	2001	0
10443568	1	4	43	568	2	25	1	-1	-1	王翦之四海衣	58	王翦之四海衣	1070	4280	185	3	3	-1	-1	Cloth5_9	衣服	1917	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	16	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	-1	149	-1	-1	-1	2001	0
10443569	1	4	43	569	2	25	1	-1	-1	王翦之四海衣	59	王翦之四海衣	1100	4400	186	3	3	-1	-1	Cloth5_9	衣服	1917	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	11	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	-1	152	-1	-1	-1	2001	0
10443570	1	4	43	570	2	25	1	-1	-1	王翦之四海衣	60	王翦之四海衣	1185	4740	187	3	3	-1	-1	Cloth5_9	衣服	1917	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	18	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	154	-1	154	-1	-1	-1	2001	0
10443571	1	4	43	571	2	14	1	-1	-1	衛青之四海衣	51	衛青之四海衣	860	3440	176	3	3	-1	-1	Cloth5_5	衣服	1918	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	10	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	-1	133	-1	-1	-1	2001	0
10443572	1	4	43	572	2	14	1	-1	-1	衛青之四海衣	52	衛青之四海衣	890	3560	177	3	3	-1	-1	Cloth5_5	衣服	1918	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	11	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	2001	0
10443573	1	4	43	573	2	14	1	-1	-1	衛青之四海衣	53	衛青之四海衣	920	3680	179	3	3	-1	-1	Cloth5_5	衣服	1918	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	10	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	137	-1	137	-1	-1	-1	2001	0
10443574	1	4	43	574	2	14	1	-1	-1	衛青之四海衣	54	衛青之四海衣	950	3800	180	3	3	-1	-1	Cloth5_5	衣服	1918	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	140	-1	-1	-1	2001	0
