INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
225	1600	9628	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	13989	385671	78175	1157015	78175	1157015	20946	578507	20946	578507	78175	1157015	83710	1542687	83710	1542687	83710	1542687	83710	1542687	83710	1542687	83710	1542687	83710	1542687	83710	1542687	83710	1542687
226	1600	9628	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	14106	385671	78828	1157015	78828	1157015	21121	578507	21121	578507	78828	1157015	84409	1542687	84409	1542687	84409	1542687	84409	1542687	84409	1542687	84409	1542687	84409	1542687	84409	1542687	84409	1542687
227	1600	9628	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	14223	385671	79481	1157015	79481	1157015	21296	578507	21296	578507	79481	1157015	85108	1542687	85108	1542687	85108	1542687	85108	1542687	85108	1542687	85108	1542687	85108	1542687	85108	1542687	85108	1542687
228	1600	9628	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	14340	385671	80134	1157015	80134	1157015	21471	578507	21471	578507	80134	1157015	85807	1542687	85807	1542687	85807	1542687	85807	1542687	85807	1542687	85807	1542687	85807	1542687	85807	1542687	85807	1542687
229	1600	9628	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	14457	385671	80787	1157015	80787	1157015	21646	578507	21646	578507	80787	1157015	86506	1542687	86506	1542687	86506	1542687	86506	1542687	86506	1542687	86506	1542687	86506	1542687	86506	1542687	86506	1542687
230	1600	9628	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	14574	385671	81440	1157015	81440	1157015	21821	578507	21821	578507	81440	1157015	87205	1542687	87205	1542687	87205	1542687	87205	1542687	87205	1542687	87205	1542687	87205	1542687	87205	1542687	87205	1542687
231	1600	9628	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	14691	385671	82093	1157015	82093	1157015	21996	578507	21996	578507	82093	1157015	87904	1542687	87904	1542687	87904	1542687	87904	1542687	87904	1542687	87904	1542687	87904	1542687	87904	1542687	87904	1542687
232	1600	9628	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	14808	385671	82746	1157015	82746	1157015	22171	578507	22171	578507	82746	1157015	88603	1542687	88603	1542687	88603	1542687	88603	1542687	88603	1542687	88603	1542687	88603	1542687	88603	1542687	88603	1542687
233	1600	9628	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	14925	385671	83399	1157015	83399	1157015	22346	578507	22346	578507	83399	1157015	89302	1542687	89302	1542687	89302	1542687	89302	1542687	89302	1542687	89302	1542687	89302	1542687	89302	1542687	89302	1542687
234	1600	9628	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	15042	385671	84052	1157015	84052	1157015	22521	578507	22521	578507	84052	1157015	90001	1542687	90001	1542687	90001	1542687	90001	1542687	90001	1542687	90001	1542687	90001	1542687	90001	1542687	90001	1542687
235	1600	9628	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	15159	385671	84705	1157015	84705	1157015	22696	578507	22696	578507	84705	1157015	90700	1542687	90700	1542687	90700	1542687	90700	1542687	90700	1542687	90700	1542687	90700	1542687	90700	1542687	90700	1542687
236	1600	9628	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	15276	385671	85358	1157015	85358	1157015	22871	578507	22871	578507	85358	1157015	91399	1542687	91399	1542687	91399	1542687	91399	1542687	91399	1542687	91399	1542687	91399	1542687	91399	1542687	91399	1542687
237	1600	9628	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	15393	385671	86011	1157015	86011	1157015	23046	578507	23046	578507	86011	1157015	92098	1542687	92098	1542687	92098	1542687	92098	1542687	92098	1542687	92098	1542687	92098	1542687	92098	1542687	92098	1542687
238	1600	9628	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	15510	385671	86664	1157015	86664	1157015	23221	578507	23221	578507	86664	1157015	92797	1542687	92797	1542687	92797	1542687	92797	1542687	92797	1542687	92797	1542687	92797	1542687	92797	1542687	92797	1542687
239	1600	9628	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	15627	385671	87317	1157015	87317	1157015	23396	578507	23396	578507	87317	1157015	93496	1542687	93496	1542687	93496	1542687	93496	1542687	93496	1542687	93496	1542687	93496	1542687	93496	1542687	93496	1542687
240	1600	9628	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	15744	385671	87970	1157015	87970	1157015	23571	578507	23571	578507	87970	1157015	94195	1542687	94195	1542687	94195	1542687	94195	1542687	94195	1542687	94195	1542687	94195	1542687	94195	1542687	94195	1542687
241	1600	9628	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	15861	385671	88623	1157015	88623	1157015	23746	578507	23746	578507	88623	1157015	94894	1542687	94894	1542687	94894	1542687	94894	1542687	94894	1542687	94894	1542687	94894	1542687	94894	1542687	94894	1542687
242	1600	9628	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	15978	385671	89276	1157015	89276	1157015	23921	578507	23921	578507	89276	1157015	95593	1542687	95593	1542687	95593	1542687	95593	1542687	95593	1542687	95593	1542687	95593	1542687	95593	1542687	95593	1542687
243	1600	9628	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	16095	385671	89929	1157015	89929	1157015	24096	578507	24096	578507	89929	1157015	96292	1542687	96292	1542687	96292	1542687	96292	1542687	96292	1542687	96292	1542687	96292	1542687	96292	1542687	96292	1542687
244	1600	9628	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	16212	385671	90582	1157015	90582	1157015	24271	578507	24271	578507	90582	1157015	96991	1542687	96991	1542687	96991	1542687	96991	1542687	96991	1542687	96991	1542687	96991	1542687	96991	1542687	96991	1542687
